	Description	mean_Catrapid	rank_Catrapid	domain_score	Secretion_nonfused	Secretion_fused	Orignial_rank	final_score	final_rank
CP003496.1_prot_D7S_00002_1	hypothetical protein	0.02176030476311377	1219.0	-0.0012886854153841792	False	False	1027.0	0.38951591228576526	1411.0
CP003496.1_prot_D7S_00003_2	molybdenum cofactor biosynthesis protein A	-0.03580126033765545	1385.0	0.15896455502415055	False	False	884.0	0.46681063198566974	1269.0
CP003496.1_prot_D7S_00004_3	molybdenum cofactor biosynthesis protein C	0.37167496919479087	375.0	0.007092482609403863	False	False	1720.0	0.8196861857578297	589.0
CP003496.1_prot_D7S_00005_4	molybdopterin converting factor, subunit 1	0.4256309895291526	278.0	0.01775381088906597	False	False	1796.0	0.8788232761564323	491.0
CP003496.1_prot_D7S_00006_5	molybdopterin converting factor, subunit 2	0.3402111625205285	438.0	0.12341115376326939	False	False	1675.0	0.9045205990406308	456.0
CP003496.1_prot_D7S_00007_6	Gst protein	-0.02356488605338383	1357.0	-0.029585290702170742	False	False	906.0	0.29225378975759936	1586.0
CP003496.1_prot_D7S_00008_7	stringent starvation protein B	0.13902337566354453	934.0	0.16241137620056387	False	False	208.0	0.6956447595089097	841.0
CP003496.1_prot_D7S_00009_8	asparaginyl-tRNA synthetase	-0.30486859631306684	1830.0	0.39371937888538455	False	False	9.0	0.4791766502497024	1244.0
CP003496.1_prot_D7S_00011_10	NagC-like transcriptional regulator Mlc	0.07437606403729823	1099.0	0.013026273322442664	False	False	1132.0	0.4638008860160958	1277.0
CP003496.1_prot_D7S_00012_11	dethiobiotin synthase	-0.2977919146412499	1820.0	0.08631757688786354	False	False	522.0	0.17677234950155668	1773.0
CP003496.1_prot_D7S_00013_12	L-ribulokinase	0.7120206904085343	22.0	0.15059655115312073	False	False	93.0	1.139602048404495	126.0
CP003496.1_prot_D7S_00014_13	DeoR family transcriptional regulator	0.2337072609361265	694.0	0.20112205650400816	False	False	243.0	0.8542954697973615	530.0
CP003496.1_prot_D7S_00015_14	ribose import ATP-binding protein RbsA	-0.060399389382466646	1447.0	-0.1451440412179801	False	False	838.0	0.13171752799741218	1834.0
CP003496.1_prot_D7S_00016_15	inner membrane ABC transporter permease protein YdeY	0.5362169002572958	126.0	0.0623156583533859	False	False	1907.0	0.999347142611257	305.0
CP003496.1_prot_D7S_00017_16	ABC transporter, permease, sugar transport	0.3089973394040136	491.0	-0.05129348710652352	False	False	1623.0	0.7033292015491487	826.0
CP003496.1_prot_D7S_00018_17	rhamnose ABC transporter, rhamnose-binding protein	-0.015024347745487242	1335.0	0.3441934349917432	True	True	923.0	0.677027018200139	870.0
CP003496.1_prot_D7S_00019_18	aldolase	0.03837871584335641	1193.0	0.07036684955408214	True	False	1053.0	0.47416495050360735	1250.0
CP003496.1_prot_D7S_00020_19	autoinducer-2 modifying protein LsrG	0.7087859534111656	23.0	-0.05299654822492467	False	False	1982.0	0.9355091989015121	399.0
CP003496.1_prot_D7S_00021_20	pyruvate kinase	-0.2556787068891506	1776.0	-0.01809449478754921	True	True	556.0	0.09434928332339532	1878.0
CP003496.1_prot_D7S_00022_21	ribonucleoside-diphosphate reductase subunit beta	-0.18320648846418944	1666.0	0.18283359401170707	False	False	17.0	0.35024988586578004	1484.0
CP003496.1_prot_D7S_00023_22	ribonucleoside-diphosphate reductase, alpha chain	0.09501944485087428	1054.0	0.1934423467803834	False	True	40.0	0.6667057150962254	891.0
CP003496.1_prot_D7S_00024_23	tryptophan synthase, alpha subunit	0.0193144209123574	1226.0	0.11097325251104563	False	False	1032.0	0.49827959933763233	1211.0
CP003496.1_prot_D7S_00025_24	tryptophan synthase, beta subunit	-0.11431793077435133	1559.0	0.035776275613874226	False	False	742.0	0.25666583083626304	1660.0
CP003496.1_prot_D7S_00026_25	NADP-dependent l-serine/l-allo-threonine dehydrogenase ydfg	-0.2720416543415005	1798.0	-0.03197373444816483	False	False	543.0	0.06947554091415402	1918.0
CP003496.1_prot_D7S_00027_26	hypothetical protein	0.14999000264533333	914.0	0.08905015742041175	False	False	1288.0	0.6322785432275082	963.0
CP003496.1_prot_D7S_00029_28	oxaloacetate decarboxylase beta chain	-0.3448432562239016	1866.0	0.13547072177777264	False	True	480.0	0.20293698864433934	1733.0
CP003496.1_prot_D7S_00030_29	oxaloacetate decarboxylase alpha subunit	-0.22445137156879819	1738.0	-0.12768906301071237	False	True	589.0	0.003745219847858361	1968.0
CP003496.1_prot_D7S_00031_30	oxaloacetate decarboxylase gamma chain 3	0.3892110014123282	351.0	0.18111645360417405	False	False	1735.0	1.0057041597511005	298.0
CP003496.1_prot_D7S_00032_31	hypothetical protein	0.45932533779993456	224.0	0.021835669605216664	False	False	1834.0	0.9098916416192097	444.0
CP003496.1_prot_D7S_00033_32	hydrogenase assembly chaperone HypC/HupF	0.611703194107731	68.0	0.18886506179465243	False	False	1951.0	1.1548820532989004	114.0
CP003496.1_prot_D7S_00034_33	hydrogenase-2 operon protein HybE	0.1634491756437759	872.0	0.1626146033567002	False	False	215.0	0.7268324944111729	774.0
CP003496.1_prot_D7S_00035_34	tryptophan biosynthesis protein trpCF	-0.09528043468211417	1518.0	-0.179037345061739	False	False	775.0	0.06234196528308861	1925.0
CP003496.1_prot_D7S_00036_35	plasmid maintenance system antidote protein, XRE family	0.6422455950831382	47.0	0.3105597077920336	False	False	355.0	1.2870714519199697	31.0
CP003496.1_prot_D7S_00037_36	plasmid maintenance system killer	0.5378844529868445	124.0	0.11494971898848177	False	False	1908.0	1.052980703496228	233.0
CP003496.1_prot_D7S_00038_37	anthranilate phosphoribosyltransferase	0.19695274446497152	783.0	0.0016794538410105089	False	False	1393.0	0.6103751060149236	1009.0
CP003496.1_prot_D7S_00039_38	anthranilate phosphoribosyltransferase	0.3688795186340588	381.0	0.06365555495789608	False	False	1713.0	0.8732507573566967	505.0
CP003496.1_prot_D7S_00040_39	anthranilate synthase component II	0.05008429106769733	1167.0	0.023968436824598614	False	False	1077.0	0.44076004102249966	1323.0
CP003496.1_prot_D7S_00041_40	anthranilate synthase component I	0.22552070325037954	712.0	0.016002479923565675	False	False	1452.0	0.6601803909680434	906.0
CP003496.1_prot_D7S_00042_41	3-deoxy-manno-octulosonate-8-phosphatase	0.4535425436228812	232.0	-0.11775975591922405	False	True	1825.0	0.7662982150952687	686.0
CP003496.1_prot_D7S_00043_42	arabinose 5-phosphate isomerase	0.3096981297123295	488.0	0.3704993356985259	False	True	1629.0	1.1266212747290107	137.0
CP003496.1_prot_D7S_00044_43	heat shock protein HtpX	-0.0034499409818390643	1296.0	0.08893291249889582	False	False	961.0	0.44125675057985536	1321.0
CP003496.1_prot_D7S_00045_44	phenylalanyl-tRNA synthetase, alpha subunit	0.3827070306206304	358.0	0.18983809869737042	False	True	1731.0	1.0109275539697342	287.0
CP003496.1_prot_D7S_00046_45	phenylalanyl-tRNA synthetase, beta subunit	0.4827236557086752	182.0	0.2410251391616145	False	False	82.0	1.1500706164229837	115.0
CP003496.1_prot_D7S_00047_46	integration host factor subunit alpha	0.5597328813920741	104.0	0.36459137314172757	True	False	87.0	1.3126173601482243	20.0
CP003496.1_prot_D7S_00048_47	lipoprotein	0.22257172698423944	717.0	0.12449165370236856	False	False	1439.0	0.7661708141221587	687.0
CP003496.1_prot_D7S_00049_48	putative FHA domain protein	0.3938933913583021	338.0	0.003338015781668477	False	False	1743.0	0.8344224735527829	562.0
CP003496.1_prot_D7S_00050_49	TolC protein	-0.18294479143868084	1664.0	0.09921420559221873	True	True	657.0	0.26762999769616674	1639.0
