	Description	mean_Catrapid	rank_Catrapid	domain_score	Secretion_nonfused	Secretion_fused	Orignial_rank	final_score	final_rank
CP003496.1_prot_D7S_00002_1	hypothetical protein	0.021035466205204224	1218.0	-0.011577900690567687	False	False	1027.0	0.3797264471355193	1435.0
CP003496.1_prot_D7S_00003_2	molybdenum cofactor biosynthesis protein A	-0.03620142832819122	1389.0	0.09512112653297117	False	False	884.0	0.4009682029947403	1389.0
CP003496.1_prot_D7S_00004_3	molybdenum cofactor biosynthesis protein C	0.3705332553164817	376.0	-0.03799720647225857	False	False	1720.0	0.7740967465512297	685.0
CP003496.1_prot_D7S_00005_4	molybdopterin converting factor, subunit 1	0.4248152139593034	278.0	0.014559943545206882	False	False	1796.0	0.8756294088125731	490.0
CP003496.1_prot_D7S_00006_5	molybdopterin converting factor, subunit 2	0.3391574501875458	440.0	0.09224194026623025	False	False	1675.0	0.8723518852937164	499.0
CP003496.1_prot_D7S_00007_6	Gst protein	-0.025164752451486614	1364.0	-0.05565250478609943	False	False	906.0	0.262688324799108	1653.0
CP003496.1_prot_D7S_00008_7	stringent starvation protein B	0.13932183246905688	933.0	0.1266099918921595	False	False	208.0	0.6603431253254428	902.0
CP003496.1_prot_D7S_00009_8	asparaginyl-tRNA synthetase	-0.3058675059544209	1829.0	0.3010357464442798	False	False	9.0	0.38699276793353515	1420.0
CP003496.1_prot_D7S_00011_10	NagC-like transcriptional regulator Mlc	0.07512988056672251	1099.0	0.10332416884623769	False	False	1132.0	0.5540987815398908	1106.0
CP003496.1_prot_D7S_00012_11	dethiobiotin synthase	-0.2968609508590703	1821.0	0.11443727704376441	False	False	522.0	0.20439229953252003	1749.0
CP003496.1_prot_D7S_00013_12	L-ribulokinase	0.7105874647705329	22.0	0.18213018271324924	False	False	93.0	1.1711356799646235	90.0
CP003496.1_prot_D7S_00014_13	DeoR family transcriptional regulator	0.23168189066694486	701.0	0.2111432341761093	False	False	243.0	0.8608183965948999	518.0
